FECHA,ID_EMPRESA,EMPRESA,ID_TIPOLOGIA,TIPOLOGIA,ID_MEDIO_ATENCION,MEDIO DE ATENCION,NUMERO_QUEJAS
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,5,Otros,2
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,1,Oficina,3670
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,2,Línea Telefónica,1579
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,3,Página Web,49
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,4,Red social,8
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,5,Otros,3
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,1,Oficina,2756
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,2,Línea Telefónica,13
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,3,Página Web,46
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,5,Otros,8
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,1,Oficina,2
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,2,Línea Telefónica,1
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,3,Página Web,1
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,1,Oficina,1078
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,2,Línea Telefónica,832
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,3,Página Web,54
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,4,Red social,3
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,1,Oficina,503
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,2,Línea Telefónica,103
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,3,Página Web,41
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,4,Red social,1
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,5,Otros,1
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,1,Oficina,65004
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,2,Línea Telefónica,80966
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,3,Página Web,1916
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,4,Red social,3
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,5,Otros,8
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,1,Oficina,392
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,2,Línea Telefónica,1432
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,3,Página Web,11
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,4,Red social,12
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,1,Oficina,318
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,2,Línea Telefónica,21053
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,3,Página Web,385
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,5,Otros,165
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,1,Oficina,159
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,2,Línea Telefónica,30
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,1,Oficina,5406
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,2,Línea Telefónica,976
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,3,Página Web,63
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,4,Red social,6
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,5,Otros,3
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,1,Oficina,539
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,2,Línea Telefónica,488
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,3,Página Web,13
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,4,Red social,1
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,1,Oficina,498
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,2,Línea Telefónica,2
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,3,Página Web,14
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,1,Oficina,263
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,2,Línea Telefónica,29
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,3,Página Web,54
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,1,Oficina,26981
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,2,Línea Telefónica,5528
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,3,Página Web,176
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,4,Red social,13
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,5,Otros,10
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,1,Oficina,300
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,2,Línea Telefónica,2051
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,3,Página Web,37
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,4,Red social,2
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,5,Otros,3
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,1,Oficina,3
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,2,Línea Telefónica,4
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,1,Oficina,361
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,2,Línea Telefónica,217
2019-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,3,Página Web,190
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,1,Oficina,78
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,2,Línea Telefónica,23
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,3,Página Web,62
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,1,Oficina,6777
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,2,Línea Telefónica,9075
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,3,Página Web,151
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,4,Red social,36
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,5,Otros,5
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,1,Oficina,2716
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,2,Línea Telefónica,1403
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,3,Página Web,34
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,4,Red social,4
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,5,Otros,3
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,1,Oficina,2392
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,2,Línea Telefónica,10
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,3,Página Web,77
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,5,Otros,5
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,1,Oficina,6
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,3,Página Web,1
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,1,Oficina,1104
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,2,Línea Telefónica,279
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,3,Página Web,159
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,4,Red social,4
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,5,Otros,4
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,1,Oficina,383
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,2,Línea Telefónica,88
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,3,Página Web,34
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,4,Red social,1
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,5,Otros,2
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,1,Oficina,57815
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,2,Línea Telefónica,81347
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,3,Página Web,1564
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,4,Red social,2
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,5,Otros,6
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,1,Oficina,459
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,2,Línea Telefónica,2424
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,3,Página Web,11
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,1,Oficina,234
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,2,Línea Telefónica,23312
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,3,Página Web,243
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,5,Otros,108
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,1,Oficina,121
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,2,Línea Telefónica,55
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,1,Oficina,4268
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,2,Línea Telefónica,1449
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,3,Página Web,57
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,4,Red social,4
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,5,Otros,4
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,1,Oficina,431
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,2,Línea Telefónica,308
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,3,Página Web,6
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,1,Oficina,466
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,2,Línea Telefónica,3
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,3,Página Web,17
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,4,Red social,1
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,1,Oficina,249
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,2,Línea Telefónica,24
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,3,Página Web,59
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,1,Oficina,20475
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,2,Línea Telefónica,7628
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,3,Página Web,138
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,4,Red social,7
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,5,Otros,3
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,1,Oficina,296
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,2,Línea Telefónica,2420
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,3,Página Web,40
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,4,Red social,1
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,5,Otros,2
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,1,Oficina,4
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,2,Línea Telefónica,8
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,1,Oficina,247
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,2,Línea Telefónica,164
2019-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,3,Página Web,224
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,1,Oficina,92
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,2,Línea Telefónica,40
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,3,Página Web,110
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,5,Otros,2
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,1,Oficina,6797
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,2,Línea Telefónica,10273
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,3,Página Web,206
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,4,Red social,32
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,5,Otros,8
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,1,Oficina,2473
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,2,Línea Telefónica,1763
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,3,Página Web,32
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,4,Red social,3
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,1,Oficina,2048
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,2,Línea Telefónica,8
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,3,Página Web,57
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,5,Otros,4
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,1,Oficina,1
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,3,Página Web,1
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,1,Oficina,1113
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,2,Línea Telefónica,239
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,3,Página Web,703
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,4,Red social,2
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,1,Oficina,364
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,2,Línea Telefónica,110
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,3,Página Web,21
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,5,Otros,1
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,1,Oficina,49804
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,2,Línea Telefónica,90886
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,3,Página Web,1679
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,4,Red social,1
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,5,Otros,6
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,1,Oficina,460
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,2,Línea Telefónica,3169
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,3,Página Web,15
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,4,Red social,6
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,5,Otros,2
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,1,Oficina,147
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,2,Línea Telefónica,22931
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,3,Página Web,306
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,5,Otros,121
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,1,Oficina,157
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,2,Línea Telefónica,65
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,1,Oficina,3940
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,2,Línea Telefónica,1853
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,3,Página Web,157
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,4,Red social,7
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,5,Otros,6
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,1,Oficina,381
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,2,Línea Telefónica,323
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,3,Página Web,25
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,1,Oficina,446
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,2,Línea Telefónica,13
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,3,Página Web,27
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,5,Otros,1
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,1,Oficina,258
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,2,Línea Telefónica,22
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,3,Página Web,148
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,4,Red social,1
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,1,Oficina,22968
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,2,Línea Telefónica,8089
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,3,Página Web,153
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,4,Red social,16
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,5,Otros,4
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,1,Oficina,227
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,2,Línea Telefónica,1949
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,3,Página Web,93
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,4,Red social,1
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,5,Otros,4
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,1,Oficina,3
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,2,Línea Telefónica,4
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,1,Oficina,171
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,2,Línea Telefónica,106
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,3,Página Web,441
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,4,Red social,1
2020-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,5,Otros,2
2020-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,1,Oficina,47
2020-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,2,Línea Telefónica,96
2020-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,3,Página Web,171
2020-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,5,Otros,18
